Nombre,Marca,Modelo,Estrellas,Opinion,Votos,Fecha
Fiat Toro 2017 volcano,fiat,Toro,4,pregunto a todos los que tengan una toro volcano si an tenido algun problema con la camioneta ?,4,2017-12-12 18:28:46.299000+00:00
Fiat Toro 2008 ducato 2008 JTD maxicargo,fiat,Toro,2,"tomo Fiat Toro con problemas, combustible;  permuta por Fiat Ducato 2,8 jtd 116000 maxicargo corta techo elevado con aacc 2008 unico dueño 03447 15646412",0,2017-11-13 18:28:09.259000+00:00
Fiat Toro 2017 Freedom,fiat,Toro,5,"Buenas noches. Mi nombre es waldo, adquirí una toro Freedom 4x2. Tiene 800 kmts. Es la primera vez que tengo un vehículo Gasolero. Lo único raro que le he notado es que en algunas ocasiones al bajar del vehículo este   quedando en marcha emite un olor como a lavandina. Repito nunca tuve gasolero. No se si es normal??",0,2017-11-10 01:56:11.590000+00:00
Fiat Toro 2017 freedon 4x4,fiat,Toro,3,"Aclaro que todavía no tuve inconvenientes , increíblemente con 700kms y habiendo leído todos los problemas de colegas de  , TORO, envíe un email a Fiat Argentina para que subsanen la mezcla aceite -gas oil y adopten las medidas correctivas del caso...repito mí situación, no tuve problemas pero por lo que veo es cuestión de usarla un poco más...de no obtener resultados favorables seremos muchos los perjudicados, más aun los que debemos pagar todavía muchos años por delante, razón por la cual me parece bueno inundar con todas estas inquietudes a los responsables / dueños de Fiat- Chrysler , no creo que  quieran empezar su fusión por esta situación!!",0,2017-10-29 13:47:54.846000+00:00
Fiat Toro 2017 freedom diesel 2.0 4x4 pack xtreme,fiat,Toro,4,"La Toro llenó con creces mis expectativas. Se trata de un vehículo de moderno diseño, agradable inerior, muy buen nivel de materiales y terminaciones, muy completa en seguridad, confort y tecnologia. excelente confort de marcha y gran insonorización. por todo esto creo que tiene una optima relación precio- producto.",4,2017-10-27 16:24:35.916000+00:00
Fiat Toro 2016 freedom pack extreme 4x4 caja manual,fiat,Toro,1,SE ME FUNDIÓ CON 17000 KM.,-5,2017-09-26 14:48:28.363000+00:00
Fiat Tempra 1991 4 puertas 1.9td,fiat,Tempra,5,"Lo máximo, muy duro para el trabajo carro muy agradecido, dudo que Fiat hago algo mejor",0,2019-11-21 04:14:06.425000+00:00
Fiat Tempra 1993 Tempra 1.6 año,fiat,Tempra,5,Es lo máximo aunque hay gente que me dice que el carro es muy malo yo digo todo lo contrario,0,2019-07-05 21:23:41.003000+00:00
Fiat Tempra 1993 Oro,fiat,Tempra,4,"Un muy buen vehículo. Grande, cómodo y un motoraso.",0,2019-03-04 19:22:08.744000+00:00
Fiat Tempra 1991 Fiat tempra1.8 ie sw,fiat,Tempra,5,Para mi es el mejor pq llevo ya 12 años con el,0,2018-06-19 02:42:15.759000+00:00
Fiat Tempra 1994 SLX,fiat,Tempra,5,Un carrazo un animal en carretera y su comfort espectacular,2,2018-04-13 07:26:49.791000+00:00
Fiat Strada 2012 2 puertas working 1.4,fiat,Strada,5,"Una camioneta muy confiable, económica y muy funcional con un estilo y diseño agradable. Hay que tener un mecánico que sepa de estos vehículos, son complejos y delicados. No de fundas lavar el motor, un sistema eléctrico muy delicado. Tienen buena potencia, no se arruga con carga. Los repuestos no son difíciles de conseguir y no me parecen caros.",1,2020-09-28 02:10:31.478000+00:00
Fiat Strada 2014 Cabina extendida,fiat,Strada,5,Estoy interesado en comprar una fiat strada 2014 1.4 si alguien me puede asesorar que tal sale este vehículo mecanicany comercialmente,2,2020-07-25 18:45:27.955000+00:00
Fiat Strada 2012 2 puertas,fiat,Strada,4,Se le origina la falla de chek engine luego de andar unos kilómetros y parpadea la indicación de temperatura de motor,0,2020-07-11 23:52:38.788000+00:00
Fiat Strada 2004 1.7td,fiat,Strada,5,Necesito el diagrama eléctrico del fiat strada 1.7td,0,2020-06-28 04:29:43.494000+00:00
Fiat Strada 2016 adventure 2016,fiat,Strada,4,"buena maquina, buena capacidad de carga ,rendimiento en carretera 14 km/lts desventaja rueda de repuesto mal ubicado y poco radio de giro la direccion",0,2020-06-18 15:11:58.474000+00:00
Fiat Strada 2012 2 puertas 1.6,fiat,Strada,5,Buenos días con lo relacionado del problema de la reversa y la quinta le graduaron y trabajo tres días bien pero volvió con el mismo proble alguien me podría ayudar gracias,0,2020-05-08 14:44:41.903000+00:00
"Fiat Strada 2011 dos puerta, camioneta fiat strada",fiat,Strada,3,tiene problemas eléctricos,0,2020-04-08 23:17:08.863000+00:00
Fiat Strada 2017 1.4,fiat,Strada,4,Muy buen vehículo lo único debería ser un poco más grande el interior más qué nada para los qué van atrás como para personas medias o grandes la caja se pide cargar a tope no tiene problemas de fuerza para nada cubiertas con 60000km tiene como para 10000 más usándolas con 32 adelante y 35 atrás siempre mitad de camino ruta y mitad balasto muy conforme,0,2020-04-02 12:28:18.230000+00:00
Fiat Strada 2012 2,fiat,Strada,5,E tenido mucha satisfacción con mis fiat siempre e tenido autos fiat,0,2020-03-22 18:32:07.760000+00:00
Fiat Strada 2017 Adventure 2017,fiat,Strada,5,"Hola, yo tuve una Strada Adventure, y fue la mejor camioneta que e tenido, es super confiable, segura. Nunca me dio problemas. Al principio la miraba en menos, pero me fui dando cuenta que es una bestia. E tenido y manejado otras camionetas pero ninguna es igual a la Strada. Su mantencion no es cara, 100% recomendable, no se arrepentiran😎👌👌👌",0,2020-02-18 04:59:17.139000+00:00
Fiat Strada 2018 3 puerta con bloqueo de diferencial 1.6,fiat,Strada,3,"Yo tenía la versión 2014 mi buena, está versión deja que hablar...regular en todo, en los plásticos, la ointura, etc",0,2020-01-02 23:48:47.540000+00:00
Fiat Strada 2016 Working doble cabina,fiat,Strada,5,"Es muy noble, a toda la comunidad les recuerdo realizar una limpieza del cuerpo de mariposa, para que se les dejé de apagar cuando quitan el cambio o están por parar en un semáforo,ceso es porque se ensucia el interior del cuerpo de mariposa con gases es muy sencillo de limpiar y vuelve andar muy pero muy bien sobre todo en motor 1.4, saludos, lgo más la limpieza realizar con w80 que se titula para limpieza de cuerpo de mariposa y carburadores!!",2,2019-12-24 01:34:58.639000+00:00
Fiat Strada 2017 3 puertas jtd,fiat,Strada,5,"Es buen vehículo, y muy económico, tiene un bajo consumo de combustible",0,2019-11-21 23:35:44.757000+00:00
Fiat Strada 2017 1.4 strada working,fiat,Strada,1,Se apaga el motor tanto en nafta como en gnc.. no siempre pero cuando mas lo necesito... parece q lo hace aproposito... doblando cuando saco el cambio o cuando freno de golpe... que puede ser??? Ayudaaaaa,-1,2019-09-23 17:18:36.547000+00:00
Fiat Strada 2013,fiat,Strada,5,"Excelente vehículo, la tengo a gas hace mas de 2 años y cumple todas mis expectativas. La recomiendo 100%",2,2019-08-20 18:05:39.352000+00:00
Fiat Strada 2015 1.3jdt,fiat,Strada,4,Un caño muy buena tiene muy buena velocidad gasta muy poco lo unico que cuando me toco cambiar un repuesto saladito y se reniega un poco para conseguir por ejemplo las bujias lo de mas un caño,0,2019-08-14 20:15:46.710000+00:00
Fiat Strada 2017 2 puertas full,fiat,Strada,4,Se paró y no quiere arrancar..tiene batería .encienden las luces..por favor ayuda..,-1,2019-07-23 01:53:50.513000+00:00
Fiat Strada 2013 Working 1.4,fiat,Strada,5,Es muy fuerte y confiable,3,2019-06-29 23:17:56.302000+00:00
Fiat Strada 2009,fiat,Strada,5,Hola cometí el error de cargar la batería con un arrancador...sin descontar la batería del auto...más tarde sentí olor a qmado.. no m funciona el tablero...Y tampoco enciende...q pudo pasar.??.solo un fusible o la computadora se daño??,0,2019-06-25 10:23:08.551000+00:00
Fiat Strada 2015 strada working,fiat,Strada,5,es un vehiculo que cubre todas mis necesidades. me gustaria una version mas deportiva .  con control de traccion . saludos,1,2019-02-25 11:07:18.368000+00:00
Fiat Strada 2017 Adventure looker,fiat,Strada,5,"Excelente vehículo, muy confiable, me está dando muchas satisfacciones en off road",2,2018-11-23 23:31:07.297000+00:00
Fiat Strada 2006 Cab y media 1.8,fiat,Strada,5,Funciona barbaro . La mia 1.8 asi que anda muy bien . No es muy economica pero no me quejo para nada . Los repuestos baratisimos . Y es muy guerrera . Carga mucho . Y polivalente . Le cargas lo que queres tiene muchos lugares para atar cosas . Para remolcar . Y anda como un auto . Yo la baje de adelante con unos espirales AG y en la ruta dobla barbaro . A altas velocidades . Estoy muy contento con ella y la calidad general es muy buena para su precio .,1,2018-11-22 14:49:57.591000+00:00
Fiat Strada 2011 Adventure Locker 1.6,fiat,Strada,5,"Es una camioneta a la que no le falta potencia, nunca se me ha colgado en subidas, el platón presta un servicio genial, no me gusta la posición de la llanta de repuesto, pero entiendo que no hay otro lugar para colocarla. El único ""inconveniente"" que le veo es que en ciudad no logro hacer más de 12 kilómetros por litro, pero por carretera logro hacerla rendir hasta 17. Con las partes que tiene en pasta gris mejora las líneas y le da una presencia más agresiva y aventurera. Esta versión venía de fábrica con el protector del platón, el tubo antivuelco, los estribos, las barras del techo, faros antiniebla y luces direccionales en los espejos laterales.",0,2018-07-27 21:26:32.025000+00:00
Fiat Strada 2011 fiat strada adventure,fiat,Strada,4,"está muy bueno, pero ahora tengo unos problemas en la parte delantera. la rueda derecha choca con el guardabarro al doblar. Me tira para la izquierda cuando manejo. ademas la veo muy baja en la parte delantera.",0,2018-03-06 00:01:47.819000+00:00
Fiat Strada 2010 2 puerta cabina pluz 1.8,fiat,Strada,5,conecte un artefacto o cual hiso un corto y ahora no arranca,2,2018-03-02 13:28:14.244000+00:00
Fiat Strada 2013  working,fiat,Strada,3,a mí parecer le colocaron muy poco motor 1.4cc y no cuenta con airbags ni aire acondicionado...pero en general un vehículo de trabajo que no da problemas,1,2017-11-17 09:33:30.173000+00:00
Fiat Strada 2015 3 PUERTAS LOCKER,fiat,Strada,5,UNA MASA! PENSABA CAMBIARLA X UNA TORO 4X2 X MAS COMODA Y ECONOMICA PERO CON ESTOS COMENTARIOS... NI AHI... QUE PAPELON PARA FIAT X FAVOR... YA SE HABIAN SACADO ESA MALA FAMA..VOLVERAN... ESPERO REACCION DE FABRICA URGENTE Y SOLUCIONES RAPIDAS SI QUIEREN CONSERVAR LOS CLIENTES...,0,2017-10-30 22:04:58.137000+00:00
"Fiat Stilo 2002 5 puertas 1,8 16v",fiat,Stilo,5,"Robusto pero ágil y económico. , La mecánica muy buena, algún que otro fallo electrónico como airbag y AC propios de la edad, ya que los primeros 10 años no me dió ninguno",0,2020-10-25 06:26:35.191000+00:00
Fiat Strada 2015 1.6 adventure locker,fiat,Strada,4,La tengo de 0km. Hasta ahora. Va bien. Me preocupa que fuma. Pero Le hice todos los sevices. Y ven todo bien. No baja aceite. No entiendo porque.,0,2017-10-21 11:54:57.620000+00:00
Fiat Stilo 2003 1.2 16v,fiat,Stilo,5,"Coche muy robusto y fiable, en cuanto di con el fallo de conexion floja y fue reparada a coste cero. Lleva 6 años sin dar una averia.",0,2020-06-11 11:49:06.444000+00:00
Fiat Strada 2012 adventure 2 puertas,fiat,Strada,4,"la tengo de segunda mano, soy Agrimensor asi que la uso para trabajar y andar, la uso varias horas al dia. Es una muy buena camionetita! se porta muy bien en el campo como en la ruta, gasta mas que un auto 1.6. lo primero que note es el tipico tironeo cuando dejas de acelerar, que le pasara a todos, anda todo joya, hace dos dias que me empezo a fallar el cierre centralizado, cierro con el control de la lave y cuando abro, no abre la puerta de acompañante.",0,2017-08-31 19:57:41.587000+00:00
Fiat Stilo 2003 Fiat Stylo 1.6/16V coupe tres puertas,fiat,Stilo,4,Para los kilometros (280000 km) y 16 años que tiene se conserva bien,1,2019-09-17 17:05:41.182000+00:00
Fiat Stilo 2010 1.8 8v.,fiat,Stilo,5,"Un sueño, jodido para regularle el gas pero anda a 140",0,2019-04-02 19:49:35.873000+00:00
Fiat Stilo 2007 5 puertas nafta..full,fiat,Stilo,3,Bien pero nose cómo va el cable de la batería del +...enganchado con esa plaqueta q tien,0,2018-11-09 04:14:44.670000+00:00
Fiat Stilo 2003 3 puertas,fiat,Stilo,3,Hola buenas con el coche estoy encantado pero eléctrico problemas como la malloria conexión floja y aibart lo demás estupendo carretera fenwnal en ciudad se enciendo aveces conexión.  Floja y se apaga le das y arranca pero es una putada ir siempre así saludos,0,2018-04-29 08:33:00.216000+00:00
"Fiat Stilo 2006 2 puertas Dissel ,1.9",fiat,Stilo,4,"Es muy ágil, amplio y económico",1,2018-03-09 07:46:48.511000+00:00
Fiat Stilo 2004 5puerta 1.8 16v,fiat,Stilo,3,Mi fiat stilo no tiene chispa en las bujias,0,2017-09-30 15:32:08.956000+00:00
Fiat Siena 2015 Siena,fiat,Siena,5,"Hola, tengo un siena 2015_2016 muy simpático mi compañero, quería saber tiendas de repuestos en lima perú, gracias.",0,2020-10-11 05:21:32.760000+00:00
Fiat Siena 2010 Motor 1.4,fiat,Siena,5,El vehiculo es exclente y fiel,0,2020-10-05 03:20:30.897000+00:00
Fiat Siena 2007 4 puertaa,fiat,Siena,5,Excelente me gusta la página  orientan hablas personas,0,2020-09-29 12:26:02.077000+00:00
Fiat Siena 2010 4 puertas,fiat,Siena,3,Alguien que me ayide tengo un siena a gas no me quiere arrancar y salto una manguerita con combustible salio a presion sera que se tapo no pasa combustible de la manguera sale pero no pasa por el cañito que esta conectado con la manguerita,0,2020-09-26 15:04:16.857000+00:00
"Fiat Siena 2010 4 puertas, full, 1.4",fiat,Siena,5,"Excelente vehículo siempre que se le haga el mantenimiento preventivo, cambio sensores, cables, aceites etc. , Los repuestos un poco costoso en Venezuela.",0,2020-09-04 11:50:17.658000+00:00
Fiat Siena 1998,fiat,Siena,4,Por favor necesito opiniones estoy por comprarme un siena 98 qué tal es ése vehículo,0,2020-09-02 12:13:35.884000+00:00
Fiat Siena 2014 Palio fire 1.4 8v,fiat,Siena,4,"Estoy teniendo una falla que para el motor sin tener un rango fijo , lo hace en cualquier momento y temperatura. Se detiene el motor y quedan las luces de temperatura en intermitente . Ya cambié casi todos los sensores y sigue la falla tanto a nafta como GNC. Agradecería una opinión ( ah el scanner no acusa nada de nada )",0,2020-08-19 23:25:16.203000+00:00
Fiat Siena 2006 Hlx 1.8,fiat,Siena,4,Buen auto fiel es como un todo terreno,-1,2020-08-19 15:40:11.618000+00:00
Fiat Siena 2009 Fire elx,fiat,Siena,5,Hace un año lo tengo al Siena 2do dueño más de 20mil km le hice sin quejas sólo cambie de entrada bomba nafta.Ágil y silencioso.Lo recomiendo.,0,2020-07-26 15:18:16.327000+00:00
Fiat Siena 1998 4 puertas base,fiat,Siena,5,Es un auto genial anda muy bien y es de Fasil mecánica,0,2020-07-19 17:34:14.387000+00:00
Fiat Siena 2002 Ej 4 puertas motor 1.6,fiat,Siena,5,Mi vehículo está muy bien el problema es que hace 3 días lo encendí cuando estaba arrancando c me apagó cuando yntente prenderlo nuevamente no le llegaba corriente a la bomba d combustible después d revisar fusibles y probar la bomba afuera y verificar que la bomba estaba bien al girar la llave d encendido el dibujito que parece una llave que sale en el tablero d instrumentos c quedó encendida y no me prende el carro quisiera saber que podría ser ese problema,0,2020-07-19 13:39:11.047000+00:00
Fiat Siena 2008 1.4,fiat,Siena,5,Soy Víctor. Amigo la válvula PVC tendrá que ver con una fuga de aceite por la estopera del motor de un Fiat Siena 1.4,0,2020-07-14 13:48:09.537000+00:00
Fiat Siena 1989 1.6 16 v torque,fiat,Siena,5,Hola mi Siena no enciende el electro tenía un bulbo con dos patas lo cambie le puse el original y compré ficha lo conecte y no enciende pero directo de la ficha andan las dos velocidades será que conecte mal la ficha entrando al bulbo,0,2020-07-11 23:05:00.347000+00:00
Fiat Siena 2005 1.8,fiat,Siena,5,"Buenas tengo el carro desde hace poco y todavía no sé, si dobla válvulas o no?",0,2020-07-10 03:01:00.472000+00:00
Fiat Siena 1998 El 1.6 8v con gnc,fiat,Siena,5,"Hola buenos días tengo un siena 1.6 8v con gnc y arranca al pelo pero tanto a gas como con nafta no queda regulando en caliente a gas si pero en frío tanto a gas como a nafta no... a nafta en frío como en caliente no queda regulando a gas en frío no, en caliente regula de diez tiene 280mil km le cambie bujias cables y bobina agradecería Respuesta... tiene un Paso a paso que no es original me dijeron no se si es más información pero me encantaría que me digan que puedo hacer ya no quiero gastar plata o que el Mecanico me diga algo que no pueda ser, va es miedo a que me boludeen y me saquen plata",1,2020-06-30 20:56:41.408000+00:00
Fiat Siena 2005 T d 1.7,fiat,Siena,1,Opino que es totalmente imposible que no halla en el mercado un respuesto de Fiat Siena. Es una locura,0,2020-05-01 17:18:12.373000+00:00
Fiat Siena 2006 4 puertas 1.3 16 válvulas motor fire,fiat,Siena,2,Está mejorando después de cambiar el silenciador pero ahora bota poco humo. Apenas llevo 5 días que lo cambie,0,2020-03-04 14:04:06.918000+00:00
Fiat Siena 2007 1.4 suena elx,fiat,Siena,4,Hola tengo un Fiat Siena 1.4 se me cayó la aguja de la temperatura. el auto anda perfecto no tiene problemas ya revise los sensores y no se que más puedo revisar.  me podrían ayudar,3,2020-02-15 14:25:48.460000+00:00
Fiat Siena 2001 4 puerta motor 1.3,fiat,Siena,3,Tengo un Fiat Siena motor 1.3 .tiene problema para encender .tarda mucho y con dificultad.hace como cuando un carro está ahogado . Que podría tener . espero puedan ayudarme,0,2020-02-02 00:33:26.848000+00:00
Fiat Siena 2006 1.3 16v,fiat,Siena,3,Puse un cable positivo por error al cable del sensor de temperatura.. luego el carro se acerero y se apago.. lo volvi a prender y prendio normal pero el acelerador electronico no responde y revice fusibles y todos estas perfectos quisiera alguna solucion,0,2020-01-08 02:43:28.932000+00:00
Fiat Siena 2007 4 puerta 1.4 siena Faire,fiat,Siena,5,lo compre de agencia en el año 2007 le anille el motor hace como 6 años me encanta nunca me ha dejado botada estoy satisfecha con el hasta hora que esta presentando esa falla corcovea y pierde aceleracion,0,2020-01-02 13:30:05.746000+00:00
Fiat Siena 2013 1.6 16 v,fiat,Siena,5,Hola tengo un grand siena le cargue gas al a/a y lo mantiene mientras esta apagado y cuando lo enciendo enfria pero se descarga rápidamente ... Saben que puede ser ?,-1,2019-12-11 17:50:06.753000+00:00
Fiat Siena 2014 4 puertas motor 1.4 atractive,fiat,Siena,1,Tengo un grand siena 2014 1.4. No paro de renegar con el tren delantero rompe vieletas cada 2 o 3 meses. Me esta volviendo loco,2,2019-11-29 00:35:37.750000+00:00
Fiat Siena 2002 4puerta 1.6,fiat,Siena,5,"El carro  devuelve  el agua al recipiente   cuando empieza   a calentar la temperatura  quien me podria ayudar por favor  . ,  , Se le coloco la empacadura nueva  y se mando a rectificar camara el carro  prende serenito   y despues  de unos minutos el  empieza a calentar  y agua se devuelve  ale   recipiente de agua  y la bota por la tapa",5,2019-10-22 20:43:29.535000+00:00
Fiat Siena 2007 1.3 16 V.,fiat,Siena,4,TENGO PROBLEMAS SE ME CORTA EL NEGATIVO DEL CABLE CAPTOR Y NO SE POR QUE LO ESITO CON NEGATIVO DE LA BATERIA Y AGARRA PERO EN ALGUN MOMENTO NO ARRANCA  Y OTRA VES NOSE QUE PUEDE SER.,-1,2019-09-30 23:57:43.284000+00:00
Fiat Siena 2016 4puertas full,fiat,Siena,5,buen carro las piesas en mi pais si son dificiles de encontrar,0,2019-09-27 04:52:33.596000+00:00
Fiat Siena 2014 siena 4 puerta naftero  gnc,fiat,Siena,4,"es un gran auto ,que lastima que no lo seguiran fabricando",2,2019-09-14 22:50:50.885000+00:00
Fiat Siena 2008 fiat,fiat,Siena,5,en raliti vibra motor y cuando acelero en 1era es como que corta como que fuera un problema elect. y se desacela y acelera sin que yo acelere. que será? gracias,1,2019-09-13 22:57:05.118000+00:00
Fiat Siena 2017,fiat,Siena,5,Buenos días amigo yo monte el coyarin nuevo y el bombín del pedal nuevo pero siento q agarra aire el sistema como hacer para espurgarlo bien,0,2019-09-04 14:29:29.297000+00:00
Fiat Siena 1999 4puertas full 1.6 16v torque,fiat,Siena,4,Andaba bien hasta q se me corto la correa de distribuccion le mande a hacer la tapa yahora cuando se calienta el motor se aselera y va hasta las 3500 rev y no baja lo tengo q apagar y tambien cuando se calienta y lo paro despues no me quiere arrancar espero media hora y despues arranca de nuevo ya no se q hacer gaste un monton de plata y todavia no lo puedo andar alguien me puede ayudar gracias,1,2019-08-22 17:13:14.604000+00:00
Fiat Siena 2016 1.4 El,fiat,Siena,4,"Por ser de segmento económico es un autazo.Buen andar, hasta poco. Lo único que podrían mejorar es en las terminaciones...no viene tapizado el respaldo de los asientos, no tiene luz ni en el baúl ni en la guantera por ejemplo",0,2019-08-21 03:21:16.072000+00:00
Fiat Siena 2011 1.4 fire,fiat,Siena,1,Comprar un Siena ex taxi fue el peor negocio de mi vida. Lo prendería fuego.,1,2019-07-24 04:04:31.990000+00:00
"Fiat Siena 2007 4 puertas , 1.8  8 HLX",fiat,Siena,5,bueno que hay que sustituirle la estopera del cigueñal y listo,1,2019-07-20 21:02:04.049000+00:00
Fiat Siena 2010 Fire 1.4 AA,fiat,Siena,5,"Tenía un gol 2013 a nafta, y le desconfiaba a un Fiat con GNC, pero es un cañito!",-1,2019-07-13 16:55:04.963000+00:00
Fiat Siena 1998 1.6 16v,fiat,Siena,5,"Hola a mí Siena le hicieron la distribución, y anduvo bien unas semanas y después empezó a fallar y hacer explosiones y contra explosiones.. lo lleve al scaner y me dijeron q son los sensores map, tps y sonda lamnda.. pero ninguno de los tres me dicen q me va a sacar las fallas de explosión y contraexplosion... Además ya lo lleve al electricista y no tiene ninguna falla de cables bujías bobina etc... Alguna recomendación x favor.. gracias!",0,2019-06-16 00:17:22.089000+00:00
Fiat Siena 2005 Fire 1.3,fiat,Siena,4,Es el primer Fiat q tengo. Recién lo compre,1,2019-05-26 16:42:16.026000+00:00
Fiat Siena 2011 siena attractive 1.4 fire 8v,fiat,Siena,5,"Es muy buen coche, comodo, economico y leal.",-1,2019-05-20 15:19:24.872000+00:00
Fiat Siena 2014 siena,fiat,Siena,5,"hola buenas tardes quiero contarles que me ahorre mucho dinero leyendo las soluciones de este foro, pude solucionar el problema de mi auto, era que estaba sucio el cuerpo mariposa",3,2019-05-17 21:00:49.249000+00:00
Fiat Siena 1998 4 diesel full,fiat,Siena,5,"Un fierrazo no puedo quejarme. Muy buen andar. Ahora ya esta viejito pero asi y todo sigue cruzando la cordillera de los andes.  , Cuidar aceite que es la vida util del auto y turbo. Ahora lo tengo con problemas electricos, falla el indicador de temperatura se le coloco reloj analogico. Fallan los contactos de guiñe y baliza. Y problemas con la activacion de electro. Y con problemas de temperatura prontamente cambiare radiador. Embrague hecho a los 230milkm.",1,2019-05-14 17:42:51.050000+00:00
Fiat Siena 1999 1.7 diesel,fiat,Siena,5,En reversa no tiene fuerza,0,2019-05-02 17:21:05.634000+00:00
Fiat Siena 2005   fire 1.3 16v,fiat,Siena,5,esta bautisado  como el perla negra  lo compre en 2013 y desde entonces le vivo asiendo cosas  aunque no se note jijiji yo le hago todo la ves que lo lleve al mecanico para que me cambiara el motor por otro con menos kilometros y me quemaron la ECU  por eso acepto todo lo que puedan donar  u ofrecer barato para mi auto gracias desde consejos asta uno dado de baja para sacarle repuestos,0,2019-05-01 17:48:13.970000+00:00
Fiat Siena 2006 4 puertas full inyeccion,fiat,Siena,5,buenas tardes quisiera saber como me podrian ayudar con mi fiat sienna 1.3 16 valvulas el problema es el siguiente de un tiempo para aca el carro perdia potencia a lo cual le cambie la pila de la bomba y seguia presentando el mismo problema a lo que recomendaron que podia ser la bobina que puede estar deficiente ahora explico que limpio las bujias y el carro toma una fuerza pero cuando pasa unos 20 minutos comienza con la misma falla ahora bien le limpio nuevamnente las bujias y cambia como al principio pero las bujias no salen enchumbadas ni nada la chispa es constante y buena de la bobina que prodia ser la falla,0,2019-04-16 20:29:19.541000+00:00
Fiat Siena 2017 1.4 el,fiat,Siena,1,"Negativo: ruidoso arriba de los 100, un flan, le falta potencia para pasar a más de 110, no tiene luz de guantera, no tiene luz de baúl. Se me rompió la.palanca de cambio dentro de la.garantia, falla en sensor de velocidad a los 20000 km ,  , Positivo: bajo consumo, baúl grande",1,2019-04-02 19:45:36.479000+00:00
Fiat Siena 2001 4 puertas 1.3,fiat,Siena,5,"Es tremendo vehículo muy cómodo para manejar, sencillo, ahorra combustible, repuestos casi no pide (si se le cuida). Le puede faltar algo de potencia pero son más los pro que los contra en este vehículo. Lo recomiendo 100%",5,2019-03-17 04:24:37.171000+00:00
Fiat Siena 2015 1.4 Attractive,fiat,Siena,3,"Me causan risa los comentarios ensañados de estupidos fanaticos de otras marcas, como si VW fuera Porsche o Peugeot fuera Bugatti, el vehiculo cumple con lo justo para lo que fue diseñado y tiene una electrónica mucho más eficiente qúe otras marcas de mayor prestigio y renombre, el problema es que como lo usan los taxistas y remises para estos chicos bien el Siena es coche de negros, como dijo Comizzo, yo los miro y pobrecitos",0,2019-03-10 23:23:47.288000+00:00
Fiat Siena 2008 4 puertas 1.4,fiat,Siena,5,muy bueno excelente no me quejo 10 años con el desde la agencia,0,2019-03-02 05:15:19.683000+00:00
Fiat Siena 2008 Fiat siena,fiat,Siena,5,Arranca  en tres cilindros y se para ybno arranca mas y al darle arranque hace explociones x escape y admicion solo a gnc funciona,0,2019-01-20 03:19:12.718000+00:00
Fiat Siena 2016 4 puertas motor fire,fiat,Siena,4,Es a GNC pero nunca anduvo bien las contraexplosioness  lo dañaron lo repare anda bien pero todos los días se queda sin aceleración me preocupa porque si lo hace en ruta es peligroso se pone en emergencia hay que pararlo y darle arranque de nuevo,1,2019-01-04 15:28:02.291000+00:00
Fiat Siena 2013 sedan 4 puertas,fiat,Siena,5,A mi el fiat siena me a salido muy bueno .,1,2018-12-22 11:18:44.070000+00:00
Fiat Siena 2015 Grand siena atractive 1.4,fiat,Siena,1,Si bien el vehículo es cómodo y de buenas prestaciones lamentablemente el servicio de post venta de la marca FIAT y en particular con sus talleres representantes dejan mucho que desear al momento de encontrar una falla al igual que el personal técnico del 0800,0,2018-12-14 23:36:53.928000+00:00
Fiat Siena 2015 5 puertas sedan1.6 16v,fiat,Siena,5,Salió muy bueno...en mi flia hay otro Siena y también.muy bueno...pequeñeces que sin duda hay que hacerles a veces son motores no nos olvidemos,1,2018-11-30 10:09:35.977000+00:00
Fiat Siena 2017 EL 1.4,fiat,Siena,1,"Una desilución!!! Poca reacción, a los 3.000 km se le quemó la luz de los comando del aire, MUY INESTABLE (hay que llevarlo cargado para no sentir que te das vuelta). Sin luz en el baúl, guantera inservible por ocupar lugar el puerto USB..., y a los 25.000km empezó a fallar el velocímetro....😟😡😡😠😠👹",0,2018-11-30 03:48:09.965000+00:00
Fiat Siena 2010 4 puertas 1.6 gnc,fiat,Siena,5,hola como estan quisiera saber tengo un siena 2010 y estaba bajo de fuerza le limpie los catalizadores y anda bien pero ahora me ase que cuando lo acelero me tira explociones en mes del caño de escape me lo ase en el filtro de aire queria saber que sera,0,2018-11-20 18:11:07.691000+00:00
Fiat Siena 2007 siena fire 1.3 4 puertas,fiat,Siena,4,"Me parece q desgasta mucho el croche me explico ,el plato de presión dura poco por ahí es mi gasto",0,2018-11-04 13:51:45.115000+00:00
Fiat Siena 2012 Siena,fiat,Siena,4,Hola . soy de uruguay me compre el siena (extaxi) 406000 km es una maquina lo recomiendo ningún problema económico muy barato de repuestos con faltante en accesorios pero es un auto muy fiable,5,2018-10-22 15:13:32.174000+00:00
Fiat Siena 2013 Gran Siena Essence,fiat,Siena,4,Hola compré hace poco el gran Siena y no encuentro el regulador de las luces de tablero si es que trae alguien que me ayude y puede ser que el motor sea cadenero? Motor 1.6 16 v.,0,2018-10-03 10:14:25.888000+00:00
